SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
English,English as an Additional Language,Level B3,VC2EALB3ASC06,"They provide detail by using longer noun groups and adverbial phrases when speaking, and use comprehensible pronunciation, stress and intonation.",Listening and Speaking,"adverbial,comprehensible,detail,groups,intonation,longer,noun,phrases,pronunciation,provide,speaking,stress,when","VC2EALB3L08,VC2EALB3L10,VC2EALB3L14,VC2EALB3L04,VC2EALB3L11",High
English,English as an Additional Language,Level B3,VC2EALB3ASC07,"They access English from a variety of spoken and written sources, and extend their spoken skills by incorporating new vocabulary from these sources into their own repertoire.",Listening and Speaking,"access,english,extend,incorporating,repertoire,skills,sources,spoken,variety,vocabulary,written","VC2EALB3L06,VC2EALB3L13,VC2EALB3L14,VC2EALB3L01,VC2EALB3L12",High
English,English as an Additional Language,Level B3,VC2EALB3ASC08,"They self-correct some errors, reformulate language to convey meaning more clearly, and add essential details.",Listening and Speaking,"clearly,convey,details,errors,essential,language,meaning,more,reformulate,self-correct,some","VC2EALB3L11,VC2EALB3L13,VC2EALB3L02,VC2EALB3L07,VC2EALB3L09",High
English,English as an Additional Language,Level B3,VC2EALB3ASC09,"Students read with increasing independence for a range of purposes, and identify the main ideas and specific information in classroom texts.",Reading and Viewing,"classroom,ideas,identify,increasing,independence,information,main,purposes,range,read,specific,texts","VC2EALB3R05,VC2EALB3R15,VC2EALB3R02,VC2EALB3R06,VC2EALB3R14",High
English,English as an Additional Language,Level B3,VC2EALB3ASC10,"These texts may be print or digital, including visual, multimodal and interactive texts.",Reading and Viewing,"digital,interactive,multimodal,print,texts,visual","VC2EALB3W03,VC2EALB3R03,VC2EALB3R05,VC2EALB3R01,VC2EALB3R02",High
English,English as an Additional Language,Level B3,VC2EALB3ASC11,"Students demonstrate understanding of the main storyline and most key information when retelling, paraphrasing and answering questions, and they compare details in texts.",Reading and Viewing,"answering,compare,demonstrate,details,information,main,most,paraphrasing,questions,retelling,storyline,texts,understanding,when","VC2EALB3R01,VC2EALB3R14,VC2EALB3R15,VC2EALB3R02,VC2EALB3R03",High
English,English as an Additional Language,Level B3,VC2EALB3ASC12,They demonstrate awareness of how information is organised in English texts.,Reading and Viewing,"awareness,demonstrate,english,information,organised,texts","VC2EALB3R05,VC2EALB3R15,VC2EALB3R02,VC2EALB3R04,VC2EALB3R13",High
English,English as an Additional Language,Level B3,VC2EALB3ASC13,They recognise the cohesive devices that connect ideas and the organisation of information in a text.,Reading and Viewing,"cohesive,connect,devices,ideas,information,organisation,recognise,text","VC2EALB3R04,VC2EALB3R05,VC2EALB3R06,VC2EALB3R10,VC2EALB3R14",High
English,English as an Additional Language,Level B3,VC2EALB3ASC14,They use appropriate metalanguage to talk about the structure and features of a text.,Reading and Viewing,"about,appropriate,features,metalanguage,structure,talk,text","VC2EALB3R05,VC2EALB3R10,VC2EALB3R13,VC2EALB3R16,VC2EALB3W05",High
English,English as an Additional Language,Level B3,VC2EALB3ASC15,They recognise how relationships are signalled by an increasing range of conjunctions.,Reading and Viewing,"conjunctions,increasing,range,recognise,relationships,signalled","VC2EALB3R06,VC2EALB3R02,VC2EALB3R03,VC2EALB3R05,VC2EALB3R08",High
English,English as an Additional Language,Level B3,VC2EALB3ASC16,They integrate a number of strategies to help them read unfamiliar texts.,Reading and Viewing,"help,integrate,number,read,strategies,texts,unfamiliar","VC2EALB3R16,VC2EALB3R13,VC2EALB3R14,VC2EALB3R15,VC2EALB3R08",High
English,English as an Additional Language,Level B3,VC2EALB3ASC17,"They use English dictionaries to check the meaning of unfamiliar words, and use contents pages, indexes, glossaries and headings to find information.",Reading and Viewing,"check,contents,dictionaries,english,find,glossaries,headings,indexes,information,meaning,pages,unfamiliar,words","VC2EALB3R15,VC2EALB3L14,VC2EALB3W14,VC2EALB3R10,VC2EALB3R05",High
English,English as an Additional Language,Level B3,VC2EALB3ASC18,"Students communicate for a range of purposes on a variety of topics, using a repertoire of familiar text types.",Writing,"communicate,familiar,purposes,range,repertoire,text,topics,types,variety","VC2EALB3W10,VC2EALB3W01,VC2EALB3W02,VC2EALB3W04,VC2EALB3W05",High
English,English as an Additional Language,Level B3,VC2EALB3ASC19,"They write sequenced and ordered information texts, and narrative texts that maintain a cohesive storyline and characterisation.",Writing,"characterisation,cohesive,information,maintain,narrative,ordered,sequenced,storyline,texts,write","VC2EALB3W03,VC2EALB3W02,VC2EALB3W01,VC2EALB3W04,VC2EALB3W14",High
English,English as an Additional Language,Level B3,VC2EALB3ASC20,"They demonstrate an awareness of how effective writing is tailored to a purpose, the requirements of the topic and the needs of the reader.",Writing,"awareness,demonstrate,effective,needs,purpose,reader,requirements,tailored,topic,writing","VC2EALB3W05,VC2EALB3W01,VC2EALB3W02,VC2EALB3W12,VC2EALB3W04",High
English,English as an Additional Language,Level B3,VC2EALB3ASC21,They gather and present information appropriately in texts.,Writing,"appropriately,gather,information,present,texts","VC2EALB3W01,VC2EALB3W02,VC2EALB3W04,VC2EALB3W11,VC2EALB3W12",High
English,English as an Additional Language,Level B3,VC2EALB3ASC22,They write texts that demonstrate overall cohesion and coherence.,Writing,"coherence,cohesion,demonstrate,overall,texts,write","VC2EALB3W01,VC2EALB3W02,VC2EALB3W03,VC2EALB3W04,VC2EALB3W06",High
English,English as an Additional Language,Level B3,VC2EALB3ASC23,Students can combine and sequence simple sentences and paragraphs using common conjunctions and pronouns.,Writing,"combine,common,conjunctions,paragraphs,pronouns,sentences,sequence,simple","VC2EALB3W06,VC2EALB3W05,VC2EALB3R06,VC2EALB3W02,VC2EALB3W03",High
English,English as an Additional Language,Level B3,VC2EALB3ASC24,They generally maintain appropriate tense throughout their texts.,Writing,"appropriate,generally,maintain,tense,texts,throughout","VC2EALB3W07,VC2EALB3W11,VC2EALB3W01,VC2EALB3W02,VC2EALB3W03",High
English,English as an Additional Language,Level B3,VC2EALB3ASC25,"They discuss and reflect on their own writing, incorporating feedback when planning, reviewing or presenting their texts.",Writing,"discuss,feedback,incorporating,planning,presenting,reflect,reviewing,texts,when,writing","VC2EALB3W15,VC2EALB3W01,VC2EALB3W02,VC2EALB3W13,VC2EALB3W14",High
English,English as an Additional Language,Level B3,VC2EALB3ASC26,"They revise texts during writing, and proofread them after a first draft has been written, improving spelling, punctuation and sentence structure.",Writing,"after,draft,during,first,improving,proofread,punctuation,revise,sentence,spelling,structure,texts,writing,written","VC2EALB3W10,VC2EALB3W15,VC2EALB3W01,VC2EALB3W04,VC2EALB3W05",High
English,English as an Additional Language,Level B3,VC2EALB3ASC27,"They present their writing appropriately, in print and digital forms.",Writing,"appropriately,digital,forms,present,print,writing","VC2EALB3W12,VC2EALB3W03,VC2EALB3W01,VC2EALB3W02,VC2EALB3W04",High
English,English as an Additional Language,Level CL,VC2EALCLASC01,"By the end of Level CL, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level CL,VC2EALCLASC02,"Students communicate using simple spoken English in familiar, structured social and classroom contexts.",Listening and Speaking,"classroom,communicate,contexts,english,familiar,simple,social,spoken,structured","VC2EALCLL01,VC2EALCLL12,VC2EALCLL03,VC2EALCLL04,VC2EALCLL10",High
English,English as an Additional Language,Level CL,VC2EALCLASC03,"They use formulaic language; short, simple and well-rehearsed grammatical features; and adaptations of their emerging English repertoire.",Listening and Speaking,"adaptations,emerging,english,features,formulaic,grammatical,language,repertoire,short,simple,well-rehearsed","VC2EALCLL12,VC2EALCLL04,VC2EALCLL07,VC2EALCLL08,VC2EALCLL11",High
English,English as an Additional Language,Level CL,VC2EALCLASC04,They use stress and intonation appropriately in some familiar interactions and can imitate model texts with some accuracy.,Listening and Speaking,"accuracy,appropriately,familiar,imitate,interactions,intonation,model,some,stress,texts","VC2EALCLL01,VC2EALCLL03,VC2EALCLL07,VC2EALCLL10,VC2EALCLL11",High
English,English as an Additional Language,Level CL,VC2EALCLASC05,"They understand common instructions and questions, and simple descriptions and explanations, when strongly supported in familiar contexts.",Listening and Speaking,"common,contexts,descriptions,explanations,familiar,instructions,questions,simple,strongly,supported,understand,when","VC2EALCLL01,VC2EALCLL03,VC2EALCLL05,VC2EALCLL04,VC2EALCLL06",High
English,English as an Additional Language,Level CL,VC2EALCLASC06,"They understand and use basic subject–verb–object grammatical patterns, common regular and irregular verbs, basic prepositions and connectives such as time and sequence markers.",Listening and Speaking,"basic,common,connectives,grammatical,irregular,markers,patterns,prepositions,regular,sequence,subject–verb–object,time,understand,verbs","VC2EALCLL06,VC2EALCLL07,VC2EALCLL08,VC2EALCLL03,VC2EALCLL05",High
English,English as an Additional Language,Level CL,VC2EALCLASC07,"They ask and respond to questions in predictable contexts, express simple ideas and preferences, and provide short explanations and descriptions.",Listening and Speaking,"contexts,descriptions,explanations,express,ideas,predictable,preferences,provide,questions,respond,short,simple","VC2EALCLL05,VC2EALCLL12,VC2EALCLL01,VC2EALCLL02,VC2EALCLL03",High
English,English as an Additional Language,Level CL,VC2EALCLASC08,"They use some strategies to initiate and sustain basic conversations in English, repeating and re-pronouncing as necessary.",Listening and Speaking,"basic,conversations,english,initiate,necessary,re-pronouncing,repeating,some,strategies,sustain","VC2EALCLL10,VC2EALCLL06,VC2EALCLL07,VC2EALCLL08,VC2EALCLL12",High
English,English as an Additional Language,Level CL,VC2EALCLASC09,"Students read a wide range of simple, familiar fiction, information and everyday print and digital texts in handwritten, visual, multimodal and interactive formats.",Reading and Viewing,"digital,everyday,familiar,fiction,formats,handwritten,information,interactive,multimodal,print,range,read,simple,texts,visual,wide","VC2EALCLR01,VC2EALCLR02,VC2EALCLR03,VC2EALCLL01,VC2EALCLR06",High
English,English as an Additional Language,Level CL,VC2EALCLASC10,They complete simple structured activities about these texts.,Reading and Viewing,"about,activities,complete,simple,structured,texts","VC2EALCLR16,VC2EALCLR01,VC2EALCLR02,VC2EALCLR03,VC2EALCLR04",High
English,English as an Additional Language,Level CL,VC2EALCLASC11,Students read their own writing and other simple texts based on well-rehearsed spoken English.,Reading and Viewing,"based,english,other,read,simple,spoken,texts,well-rehearsed,writing","VC2EALCLR16,VC2EALCLL12,VC2EALCLR01,VC2EALCLR03,VC2EALCLR11",High
English,English as an Additional Language,Level CL,VC2EALCLASC12,They name some letters and know the sounds related to many letters and common letter combinations.,Reading and Viewing,"combinations,common,know,letter,letters,many,name,related,some,sounds","VC2EALCLR11,VC2EALCLR09,VC2EALCLR12,VC2EALCLW11,VC2EALCLR01",High
English,English as an Additional Language,Level CL,VC2EALCLASC13,"They attempt to sound out words, recognise some high-frequency words and read some unfamiliar words based on the similarity of these to known words.",Reading and Viewing,"attempt,based,high-frequency,known,read,recognise,similarity,some,sound,unfamiliar,words","VC2EALCLR11,VC2EALCLR10,VC2EALCLL10,VC2EALCLR15,VC2EALCLR01",High
English,English as an Additional Language,Level CL,VC2EALCLASC14,"They demonstrate awareness of basic punctuation and use stress, intonation or pausing appropriately when reading familiar texts aloud.",Reading and Viewing,"aloud,appropriately,awareness,basic,demonstrate,familiar,intonation,pausing,punctuation,reading,stress,texts,when","VC2EALCLR16,VC2EALCLR01,VC2EALCLR06,VC2EALCLR11,VC2EALCLR13",High
English,English as an Additional Language,Level CL,VC2EALCLASC15,"They use simple strategies such as pointing to words as they read, or as shared texts are read aloud in class.",Reading and Viewing,"aloud,class,pointing,read,shared,simple,strategies,texts,words","VC2EALCLR16,VC2EALCLR01,VC2EALCLR02,VC2EALCLR14,VC2EALCLL01",High
English,English as an Additional Language,Level CL,VC2EALCLASC16,They understand the basic practical and cultural purposes of the texts they read.,Reading and Viewing,"basic,cultural,practical,purposes,read,texts,understand","VC2EALCLR01,VC2EALCLR03,VC2EALCLR06,VC2EALCLR14,VC2EALCLR11",High
English,English as an Additional Language,Level CL,VC2EALCLASC17,"Students write short, grammatically simple texts based on well-rehearsed spoken and well-practised written English in familiar contexts.",Writing,"based,contexts,english,familiar,grammatically,short,simple,spoken,texts,well-practised,well-rehearsed,write,written","VC2EALCLW01,VC2EALCLW07,VC2EALCLW10,VC2EALCLL12,VC2EALCLW02",High
English,English as an Additional Language,Level CL,VC2EALCLASC18,"They write for a range of basic classroom and personal purposes, such as making lists and writing simple recounts and notes, and complete activities following models and examples.",Writing,"activities,basic,classroom,complete,examples,following,lists,making,models,notes,personal,purposes,range,recounts,simple,write,writing","VC2EALCLW01,VC2EALCLW14,VC2EALCLW10,VC2EALCLW16,VC2EALCLW02",High
English,English as an Additional Language,Level CL,VC2EALCLASC19,"They recognise that print texts in English are based on certain conventions, which change according to context and purpose.",Writing,"according,based,certain,change,context,conventions,english,print,purpose,recognise,texts","VC2EALCLW01,VC2EALCLW13,VC2EALCLL12,VC2EALCLR05,VC2EALCLR10",High
English,English as an Additional Language,Level CL,VC2EALCLASC20,Their texts use familiar sentence patterns from well-known texts or classroom models.,Writing,"classroom,familiar,models,patterns,sentence,texts,well-known","VC2EALCLW01,VC2EALCLW02,VC2EALCLW10,VC2EALCLW11,VC2EALCLW16",High
English,English as an Additional Language,Level CL,VC2EALCLASC21,"They begin to use conventional letter formations when writing or copying text, attending to the relative sizes and shapes of letters, their position on a line and basic punctuation.",Writing,"attending,basic,begin,conventional,copying,formations,letter,letters,line,position,punctuation,relative,shapes,sizes,text,when,writing","VC2EALCLW14,VC2EALCLW11,VC2EALCLW12,VC2EALCLR12,VC2EALCLW01",High
English,English as an Additional Language,Level CL,VC2EALCLASC22,They leave appropriate spaces between words.,Writing,"appropriate,between,leave,spaces,words","VC2EALCLW01,VC2EALCLW02,VC2EALCLW07,VC2EALCLW09,VC2EALCLW10",High
English,English as an Additional Language,Level CL,VC2EALCLASC23,"They attempt to write some unfamiliar words using their developing knowledge of phoneme–grapheme correspondences in English, referring to personal dictionaries, glossaries and classroom resources and asking for assistance.",Writing,"asking,assistance,attempt,classroom,correspondences,developing,dictionaries,english,glossaries,knowledge,personal,phoneme–grapheme,referring,resources,some,unfamiliar,words,write","VC2EALCLW11,VC2EALCLW07,VC2EALCLW10,VC2EALCLW15,VC2EALCLR15",High
English,English as an Additional Language,Level CL,VC2EALCLASC24,They copy and create texts using digital tools.,Writing,"copy,create,digital,texts,tools","VC2EALCLW13,VC2EALCLW01,VC2EALCLW03,VC2EALCLW04,VC2EALCLW06",High
English,English as an Additional Language,Level C1,VC2EALC1ASC01,"By the end of Level C1, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level C1,VC2EALC1ASC02,"Students communicate simply but effectively in English, in social and classroom contexts across the curriculum.",Listening and Speaking,"across,classroom,communicate,contexts,curriculum,effectively,english,simply,social","VC2EALC1L02,VC2EALC1L12,VC2EALC1L14,VC2EALC1L01,VC2EALC1L03",High
English,English as an Additional Language,Level C1,VC2EALC1ASC03,"They negotiate meaning and interact with others using formulaic language; short, simple and well-rehearsed grammatical features; and creative adaptations of their English repertoire.",Listening and Speaking,"adaptations,creative,english,features,formulaic,grammatical,interact,language,meaning,negotiate,others,repertoire,short,simple,well-rehearsed","VC2EALC1L04,VC2EALC1L12,VC2EALC1L13,VC2EALC1L15,VC2EALC1L02",High
English,English as an Additional Language,Level C1,VC2EALC1ASC04,They use some stress and intonation appropriately in familiar interactions.,Listening and Speaking,"appropriately,familiar,interactions,intonation,some,stress","VC2EALC1L11,VC2EALC1L01,VC2EALC1L04,VC2EALC1L07,VC2EALC1L12",High
English,English as an Additional Language,Level C1,VC2EALC1ASC05,"They use subject–verb–object utterances, basic prepositions and some common regular and irregular verbs.",Listening and Speaking,"basic,common,irregular,prepositions,regular,some,subject–verb–object,utterances,verbs","VC2EALC1L07,VC2EALC1W08,VC2EALC1L01,VC2EALC1L06,VC2EALC1L08",High
English,English as an Additional Language,Level C1,VC2EALC1ASC06,"They understand and use introduced vocabulary, common basic grammatical patterns and connectives such as time and sequence markers with varying grammatical accuracy to express ideas and preferences, and to provide simple explanations and descriptions.",Listening and Speaking,"accuracy,basic,common,connectives,descriptions,explanations,express,grammatical,ideas,introduced,markers,patterns,preferences,provide,sequence,simple,time,understand,varying,vocabulary","VC2EALC1L02,VC2EALC1L05,VC2EALC1L06,VC2EALC1W06,VC2EALC1L01",High
English,English as an Additional Language,Level C1,VC2EALC1ASC07,"They understand simple instructions and questions, descriptions or explanations in familiar contexts and topics related to their prior knowledge and experience.",Listening and Speaking,"contexts,descriptions,experience,explanations,familiar,instructions,knowledge,prior,questions,related,simple,topics,understand","VC2EALC1L01,VC2EALC1L02,VC2EALC1L05,VC2EALC1L03,VC2EALC1L09",High
English,English as an Additional Language,Level C1,VC2EALC1ASC08,"They use some basic strategies to initiate and sustain conversations, including repeating or re-pronouncing as necessary.",Listening and Speaking,"basic,conversations,initiate,necessary,re-pronouncing,repeating,some,strategies,sustain","VC2EALC1L01,VC2EALC1L05,VC2EALC1L06,VC2EALC1L07,VC2EALC1L11",High
English,English as an Additional Language,Level C1,VC2EALC1ASC09,"Students read and comprehend a range of short, simple, familiar information or fictional texts developed by the teacher.",Reading and Viewing,"comprehend,developed,familiar,fictional,information,range,read,short,simple,teacher,texts","VC2EALC1R01,VC2EALC1R02,VC2EALC1R16,VC2EALC1L02,VC2EALC1R03",High
English,English as an Additional Language,Level C1,VC2EALC1ASC10,"These texts may be print or digital, including handwritten, visual, multimodal and interactive texts.",Reading and Viewing,"digital,handwritten,interactive,multimodal,print,texts,visual","VC2EALC1R02,VC2EALC1R05,VC2EALC1R10,VC2EALC1R16,VC2EALC1R01",High
English,English as an Additional Language,Level C1,VC2EALC1ASC11,Students understand a range of basic print instructions and questions in context.,Reading and Viewing,"basic,context,instructions,print,questions,range,understand","VC2EALC1R02,VC2EALC1R11,VC2EALC1L05,VC2EALC1R01,VC2EALC1R07",High
English,English as an Additional Language,Level C1,VC2EALC1ASC12,They discuss texts at a literal level and show some inferential understanding.,Reading and Viewing,"discuss,inferential,level,literal,show,some,texts,understanding","VC2EALC1R01,VC2EALC1R02,VC2EALC1R04,VC2EALC1R05,VC2EALC1R06",High
English,English as an Additional Language,Level C1,VC2EALC1ASC13,"They demonstrate an understanding of basic text structure, reading for different purposes, and they use titles and chapter headings to make predictions about texts.",Reading and Viewing,"about,basic,chapter,demonstrate,different,headings,make,predictions,purposes,reading,structure,text,texts,titles,understanding","VC2EALC1L05,VC2EALC1R02,VC2EALC1R01,VC2EALC1R05,VC2EALC1R15",High
English,English as an Additional Language,Level C1,VC2EALC1ASC14,"They combine their developing knowledge of English phoneme–grapheme correspondences, their developing oral and sight vocabulary, their beginning knowledge of the conventions of print text organisation in English and their emerging knowledge of English grammar to read unfamiliar texts with support.",Reading and Viewing,"beginning,combine,conventions,correspondences,developing,emerging,english,grammar,knowledge,oral,organisation,phoneme–grapheme,print,read,sight,support,text,texts,unfamiliar,vocabulary","VC2EALC1R01,VC2EALC1R11,VC2EALC1R15,VC2EALC1R02,VC2EALC1R10",High
English,English as an Additional Language,Level C1,VC2EALC1ASC15,They read some common letter combinations and make logical attempts at reading unfamiliar words.,Reading and Viewing,"attempts,combinations,common,letter,logical,make,read,reading,some,unfamiliar,words","VC2EALC1R11,VC2EALC1R01,VC2EALC1R15,VC2EALC1R07,VC2EALC1R10",High
English,English as an Additional Language,Level C1,VC2EALC1ASC16,"They use appropriate stress, intonation and phrasing when reading known texts aloud, showing an understanding of the function of basic punctuation.",Reading and Viewing,"aloud,appropriate,basic,function,intonation,known,phrasing,punctuation,reading,showing,stress,texts,understanding,when","VC2EALC1R11,VC2EALC1R12,VC2EALC1R01,VC2EALC1R15,VC2EALC1R16",High
English,English as an Additional Language,Level C1,VC2EALC1ASC17,"Students write for a range of basic classroom and personal purposes, including making lists and writing simple journal entries, notes, descriptions, recounts of events and instructional texts.",Writing,"basic,classroom,descriptions,entries,events,instructional,journal,lists,making,notes,personal,purposes,range,recounts,simple,texts,write,writing","VC2EALC1W03,VC2EALC1W01,VC2EALC1W02,VC2EALC1W14,VC2EALC1L05",High
English,English as an Additional Language,Level C1,VC2EALC1ASC18,They write simple sentences and short texts that are based on well-practised spoken English and familiar contexts.,Writing,"based,contexts,english,familiar,sentences,short,simple,spoken,texts,well-practised,write","VC2EALC1W02,VC2EALC1W01,VC2EALC1W05,VC2EALC1W07,VC2EALC1W14",High
English,English as an Additional Language,Level C1,VC2EALC1ASC19,"They write with varying grammatical accuracy, expressing themselves using familiar vocabulary and modelled structures and features.",Writing,"accuracy,expressing,familiar,features,grammatical,modelled,structures,themselves,varying,vocabulary,write","VC2EALC1W04,VC2EALC1W11,VC2EALC1W13,VC2EALC1W01,VC2EALC1W02",High
English,English as an Additional Language,Level C1,VC2EALC1ASC20,"They order and sequence sentences about familiar topics into simple coherent texts, incorporating basic conventions such as headings and paragraphs.",Writing,"about,basic,coherent,conventions,familiar,headings,incorporating,order,paragraphs,sentences,sequence,simple,texts,topics","VC2EALC1W05,VC2EALC1W14,VC2EALC1W01,VC2EALC1W02,VC2EALC1W07",High
English,English as an Additional Language,Level C1,VC2EALC1ASC21,They correct some grammatical errors and rework drafts in response to the teacher’s suggestions.,Writing,"correct,drafts,errors,grammatical,response,rework,some,suggestions,teacher’s","VC2EALC1W14,VC2EALC1W07,VC2EALC1W08,VC2EALC1W12,VC2EALC1W01",High
English,English as an Additional Language,Level C1,VC2EALC1ASC22,"With support, they plan their texts and provide some additional information through visual texts.",Writing,"additional,information,plan,provide,some,support,texts,visual","VC2EALC1W01,VC2EALC1W02,VC2EALC1R02,VC2EALC1R05,VC2EALC1W03",High
English,English as an Additional Language,Level C1,VC2EALC1ASC23,"They use a range of strategies for finding and spelling words, using spelling patterns and checking resources.",Writing,"checking,finding,patterns,range,resources,spelling,strategies,words","VC2EALC1W11,VC2EALC1W14,VC2EALC1W15,VC2EALC1R15,VC2EALC1W07",High
English,English as an Additional Language,Level C1,VC2EALC1ASC24,They use digital tools to write and present their texts.,Writing,"digital,present,texts,tools,write","VC2EALC1W01,VC2EALC1W02,VC2EALC1W03,VC2EALC1R02,VC2EALC1W08",High
English,English as an Additional Language,Level C2,VC2EALC2ASC01,"By the end of Level C2, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level C2,VC2EALC2ASC02,Students use simple strategies for initiating communication and negotiating meaning.,Listening and Speaking,"communication,initiating,meaning,negotiating,simple,strategies","VC2EALC2L15,VC2EALC2L03,VC2EALC2L06,VC2EALC2L08,VC2EALC2L09",High
English,English as an Additional Language,Level C2,VC2EALC2ASC03,"They communicate effectively in a range of familiar social and some basic academic contexts, experimenting with and adapting their developing English and cultural understanding.",Listening and Speaking,"academic,adapting,basic,communicate,contexts,cultural,developing,effectively,english,experimenting,familiar,range,social,some,understanding","VC2EALC2L14,VC2EALC2L01,VC2EALC2L03,VC2EALC2L05,VC2EALC2L06",High
English,English as an Additional Language,Level C2,VC2EALC2ASC04,"With support in academic contexts, they extract some specific information from texts and understand teacher explanations involving familiar, specific curriculum area vocabulary.",Listening and Speaking,"academic,area,contexts,curriculum,explanations,extract,familiar,information,involving,some,specific,support,teacher,texts,understand,vocabulary","VC2EALC2L05,VC2EALC2L13,VC2EALC2L14,VC2EALC2R10,VC2EALC2L02",High
English,English as an Additional Language,Level C2,VC2EALC2ASC05,"With support, they use some increasingly complex grammatical features, and a basic range of connectives such as time and sequence markers, to show relationships between ideas.",Listening and Speaking,"basic,between,complex,connectives,features,grammatical,ideas,increasingly,markers,range,relationships,sequence,show,some,support,time","VC2EALC2L06,VC2EALC2W06,VC2EALC2L11,VC2EALC2L01,VC2EALC2L05",High
English,English as an Additional Language,Level C2,VC2EALC2ASC06,They use some conventional expressions to express views and attitudes.,Listening and Speaking,"attitudes,conventional,express,expressions,some,views","VC2EALC2L11,VC2EALC2L03,VC2EALC2L05,VC2EALC2L06,VC2EALC2L07",High
English,English as an Additional Language,Level C2,VC2EALC2ASC07,"They demonstrate some understanding of the structures and features of extended texts by using appropriate stress, intonation, pauses and eye contact, and modelled introductory and concluding sentences.",Listening and Speaking,"appropriate,concluding,contact,demonstrate,extended,features,intonation,introductory,modelled,pauses,sentences,some,stress,structures,texts,understanding","VC2EALC2L05,VC2EALC2L11,VC2EALC2W10,VC2EALC2L01,VC2EALC2L03",High
English,English as an Additional Language,Level C2,VC2EALC2ASC08,"Students read and comprehend a range of short, familiar fictional and information print and digital texts and, when well supported, some unfamiliar texts.",Reading and Viewing,"comprehend,digital,familiar,fictional,information,print,range,read,short,some,supported,texts,unfamiliar,well,when","VC2EALC2R15,VC2EALC2R02,VC2EALC2L14,VC2EALC2R05,VC2EALC2R10",High
English,English as an Additional Language,Level C2,VC2EALC2ASC09,"These texts include handwritten, visual, multimodal and interactive texts.",Reading and Viewing,"handwritten,include,interactive,multimodal,texts,visual","VC2EALC2R01,VC2EALC2R02,VC2EALC2R04,VC2EALC2R05,VC2EALC2R07",High
English,English as an Additional Language,Level C2,VC2EALC2ASC10,"Students demonstrate comprehension beyond the literal level, by suggesting appropriate interpretations and identifying basic cultural variables where evident.",Reading and Viewing,"appropriate,basic,beyond,comprehension,cultural,demonstrate,evident,identifying,interpretations,level,literal,suggesting,variables,where","VC2EALC2R05,VC2EALC2R12,VC2EALC2R03,VC2EALC2R04,VC2EALC2R06",High
English,English as an Additional Language,Level C2,VC2EALC2ASC11,They use headings and diagrams to assist in reading texts from all the curriculum areas and for a range of purposes.,Reading and Viewing,"areas,assist,curriculum,diagrams,headings,purposes,range,reading,texts","VC2EALC2R02,VC2EALC2R03,VC2EALC2R05,VC2EALC2R10,VC2EALC2R14",High
English,English as an Additional Language,Level C2,VC2EALC2ASC12,They extract the main ideas from information texts.,Reading and Viewing,"extract,ideas,information,main,texts","VC2EALC2R02,VC2EALC2R10,VC2EALC2L02,VC2EALC2R01,VC2EALC2R04",High
English,English as an Additional Language,Level C2,VC2EALC2ASC13,They show awareness of how some connectives link and sequence ideas within a text.,Reading and Viewing,"awareness,connectives,ideas,link,sequence,show,some,text,within","VC2EALC2R02,VC2EALC2R04,VC2EALC2R06,VC2EALC2L06,VC2EALC2R03",High
English,English as an Additional Language,Level C2,VC2EALC2ASC14,They read and consider the context when deducing the meaning of unfamiliar words.,Reading and Viewing,"consider,context,deducing,meaning,read,unfamiliar,when,words","VC2EALC2R15,VC2EALC2R10,VC2EALC2R14,VC2EALC2R04,VC2EALC2L14",High
English,English as an Additional Language,Level C2,VC2EALC2ASC15,"They read aloud with a degree of fluency, and draw on their understanding of the text to use stress and intonation with increasing accuracy.",Reading and Viewing,"accuracy,aloud,degree,draw,fluency,increasing,intonation,read,stress,text,understanding","VC2EALC2R12,VC2EALC2R15,VC2EALC2R05,VC2EALC2R07,VC2EALC2R14",High
English,English as an Additional Language,Level C2,VC2EALC2ASC16,They use their developing knowledge of sentence structure and phoneme–grapheme correspondences to read unfamiliar words and self-correct.,Reading and Viewing,"correspondences,developing,knowledge,phoneme–grapheme,read,self-correct,sentence,structure,unfamiliar,words","VC2EALC2R11,VC2EALC2R10,VC2EALC2R04,VC2EALC2R14,VC2EALC2R15",High
English,English as an Additional Language,Level C2,VC2EALC2ASC17,They select basic texts appropriate for specific reading purposes.,Reading and Viewing,"appropriate,basic,purposes,reading,select,specific,texts","VC2EALC2R14,VC2EALC2R15,VC2EALC2R02,VC2EALC2R03,VC2EALC2R05",High
English,English as an Additional Language,Level C2,VC2EALC2ASC18,"Students write for a range of everyday classroom and personal purposes, such as describing, explaining and recounting.",Writing,"classroom,describing,everyday,explaining,personal,purposes,range,recounting,write","VC2EALC2W01,VC2EALC2W03,VC2EALC2W14,VC2EALC2W02,VC2EALC2W04",High
