Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Level 10,Mathematics,"They solve problems involving linear equations and inequalities, quadratic equations and pairs of simultaneous linear equations and related graphs, algebraically and graphically, with and without the use of digital tools, and justify solutions.",Number and Computation,"algebraically,equation,equations,graph,graphically,graphs,inequalities,involving,linear,pairs,problems,quadratic,related,simultaneous,solve,they,without","VC2M10A16,VC2M10AA09,VC2M10A09,VC2M10A07,VC2M10ASP06,VC2M10A08",High
Level 10,Mathematics,"They represent linear, quadratic and exponential functions numerically, graphically and algebraically, and use them to model situations and solve practical problems.",Algebra and Patterns,"algebraically,exponential,functions,graph,graphically,linear,model,numerically,practical,problems,quadratic,represent,situations,solve,them,they","VC2M10A15,VC2M10A08,VC2M10A09,VC2M10A11,VC2M10A16,VC2M10AA09",High
Level 10,Mathematics,Students can design and implement simple algorithms using pseudocode or other general purpose programming language.,Mathematical Reasoning,"algorithm,algorithms,design,general,implement,language,other,programming,pseudocode,purpose,simple,students,using","VC2M10A06,VC2M10P01,VC2M10ASP06,VC2M10A11,VC2M10A13,VC2M10N01",High
Level 10,Mathematics,Students solve measurement problems involving surface area and volume of composite objects.,Measurement,"area,composite,involving,measurement,objects,problems,solve,students,surface,volume","VC2M10M01,VC2M10M04,VC2M10AM01,VC2M10M03,VC2M10A07,VC2M10A10",High
Level 10,Mathematics,They interpret and use logarithmic scales representing small or large quantities or change in applied contexts.,Number and Computation,"applied,change,contexts,interpret,large,logarithmic,quantities,represent,representing,scales,small,they","VC2M10M02,VC2M10SP02,VC2M10A15,VC2M10N01,VC2M10M04,VC2M10P01",High
Level 10,Mathematics,Students apply Pythagoras’ theorem and trigonometry to solve practical problems involving right-angled triangles.,Space and Geometry,"angle,angled,apply,involving,practical,problems,pythagoras,right,solve,students,theorem,triangles,trigonometry","VC2M10M03,VC2M10ASP05,VC2M10ASP02,VC2M10A15,VC2M10M04,VC2M10SP01",High
Level 10,Mathematics,"They identify the impact of measurement errors on the accuracy of results. Students use mathematical modelling to solve practical problems involving direct and inverse proportion and scaling, evaluating and modifying models, and reporting assumptions, methods and findings.",Number and Computation,"direct,evaluating,inverse,involving,mathematical,measurement,modelling,models,modifying,practical,problems,proportion,reporting,scaling,solve,students","VC2M10M04,VC2M10A15,VC2M10M03,VC2M10A07,VC2M10A10,VC2M10M01",High
Level 10,Mathematics,"Students use deductive reasoning, theorems and algorithms to solve spatial problems.",Problem Solving,"algorithm,algorithms,deductive,problems,reasoning,solve,spatial,students,theorems","VC2M10SP01,VC2M10AA01,VC2M10AA02,VC2M10ASP06,VC2M10A07,VC2M10A10",High
Level 10,Mathematics,They interpret networks used to represent practical situations and describe connectedness.,Statistics and Probability,"connectedness,describe,interpret,networks,practical,represent,situations,they,used","VC2M10SP02,VC2M10P01,VC2M10M04,VC2M10AA05,VC2M10A15,VC2M10M02",High
Level 10,Mathematics,Students compare univariate data sets by referring to summary statistics and the shape of their displays.,Space and Geometry,"compare,data,displays,referring,sets,shape,statistics,students,summary,their,univariate","VC2M10ST01,VC2M10ST04,VC2M10AST01,VC2M10AST02,VC2M10AST03,VC2M10N01",High
Level 10,Mathematics,"They plan and conduct statistical investigations involving bivariate data, including where the independent variable is time.",Algebra and Patterns,"bivariate,conduct,data,including,independent,investigations,involving,plan,statistical,they,time,variable,where","VC2M10ST05,VC2M10ST01,VC2M10ST04,VC2M10AST03,VC2M10A03,VC2M10A06",High
Level 10,Mathematics,"They represent the distribution of data involving 2 variables, using tables and scatterplots, and comment on possible association.",Algebra and Patterns,"association,comment,data,distribution,involving,possible,represent,scatterplots,tables,they,using,variable,variables","VC2M10ST01,VC2M10ST03,VC2M10ST04,VC2M10ST05,VC2M10ST02,VC2M10A06",High
Level 10,Mathematics,"They analyse inferences and conclusions in the media, noting potential sources of bias. Students compare the distribution of continuous numerical data, using various displays, and discuss distributions in terms of centre, spread, shape and outliers.",Space and Geometry,"centre,compare,continuous,data,discuss,displays,distribution,distributions,numerical,shape,spread,students,terms,using,various","VC2M10ST01,VC2M10ST04,VC2M10AST01,VC2M10AST02,VC2M10AST03,VC2M10N01",High
Level 10,Mathematics,Students apply conditional probability to solve problems involving compound events.,Statistics and Probability,"apply,compound,conditional,events,involving,probability,problems,solve,students","VC2M10A15,VC2M10P02,VC2M10SP01,VC2M10A07,VC2M10A10,VC2M10M01",High
Level 10,Mathematics,"They design and conduct simulations involving conditional probability, using digital tools.",Number and Computation,"conditional,conduct,design,digital,involving,probability,simulations,they,tools,using","VC2M10P01,VC2M10ASP06,VC2M10P02,VC2M10AP01,VC2M10A09,VC2M10A11",High
