SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,"Compile a series of news items each reporting a particular criminal case. Identify the various components that make up a criminal trial from these news reports. For example, name the court, key personnel, and charges and describe the evidence presented. Make a presentation to the class about the case.",,,,2
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Participate in a mock client interview scenario. Provide advice to a hypothetical victim or accused about what their rights might be in the scenario.,,,,3
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,"Develop a pamphlet for an accused person, providing information about the key aspects of the Victorian criminal justice system, an outline of each of the institutions available to assist them and the nature of the assistance available.",,,,4
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,"Annotate a diagram of courtroom personnel, providing information describing the roles of each personnel within the courtroom.",,,,5
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,"Write a letter to a hypothetical friend who is a victim of a crime, providing information about their rights. Describe the procedures within a criminal trial relevant to them. Include a description of key personnel in a criminal trial and their roles. Describe what a victim impact statement is, when this is heard and how it is considered by the judge / magistrate when sentencing a person found guilty of a crime in Victoria.",,,,6
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Construct a diagram depicting the Victorian court hierarchy as it applies to criminal cases. Highlight the jurisdiction of each court and annotate how appeals occur and the ways in which different levels of the hierarchy achieve specialisation.,,,,7
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,"Research a specific criminal case. Determine the extent to which costs, time or cultural differences may have impacted the achievement of the principles of justice.",,,,8
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Participate in a mock You Be the Judge scenario. Discuss the extent to which sanctions achieve their purposes in each scenario.,,,,9
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Participate in the Court Education Program. Brainstorm questions to ask a judge and observe the courtroom proceedings. Consider what factors might affect the ability of the Victorian criminal justice system to achieve the principles of justice.,,,,10
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Participate in a mock trial held at the Old Melbourne Magistrates Court. Consider what factors might affect the ability of the Victorian criminal justice system to achieve the principles of justice.,,,,11
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExample,Paragraph,Develop a pamphlet,,,,12
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Paragraph,"With a view to enhancing fairness, equality and accessibility in the Victorian criminal justice system, you have been asked to develop a pamphlet for someone who has been accused of a crime. It should be generic enough to apply to anybody, and any criminal offence in Victoria.",,,,13
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Paragraph,Consider the following:,,,,14
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Paragraph,A person accused of a crime would be under considerable stress. A clearly set out pamphlet written in plain English would be of considerable benefit to such a person.,,,,15
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Paragraph,The pamphlet must:,,,,16
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Bullet,Outline the key concepts of the Victorian criminal justice system,,,,17
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Bullet,Explain the rights of an accused person,,,,18
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Bullet,Explain plea negotiations and their purposes in determining criminal cases,,,,19
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Bullet,Explain the roles of key personnel in a criminal trial and analyse the need for a legal practitioner to represent the accused,,,,20
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,DetailedExampleStep,Bullet,Provide at least five tips on how to achieve the best possible outcome from criminal proceedings.,,,,21
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,Participate in a mock lawyer / client interview scenario. Apply legal reasoning to an actual or hypothetical civil justice scenario and give advice to a mock client about the factors to consider before initiating a civil claim.,,,,1
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,"Using various dispute resolution methods, role-play the parties and legal practitioners involved in a dispute.",,,,2
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,"Collect a series of news reports about a Victorian class action. Use these to identify the various components that make up a civil trial. Write a report about the case. Include the following: name of the lead plaintiff, defendant, and facts of the case. Describe the progress of the trial outlining witnesses and arguments raised. Summarise the findings and eventual outcome. Discuss the appropriateness of class actions to resolve civil disputes.",,,,3
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,"Design an infographic that provides information on the pathways available in Victoria when initiating a civil claim. Take into consideration factors such as costs, limitation of actions, and enforcement issues. Highlight the conditions where it is appropriate to take a matter to Consumer Affairs Victoria, the Victorian Civil and Administrative Tribunal or to the various courts in the Victorian hierarchy.",,,,4
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,"Construct a map / diagram depicting the Victorian court hierarchy in a civil case. Highlight the jurisdiction of each court. Explain why a court hierarchy exists, including administrative convenience and a system of appeals.",,,,5
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,Visit the County or Supreme Courts of Victoria to observe the responsibilities of key personnel in a civil trial. Record the key personnel observed and the roles and tasks undertaken by each as observed.,,,,6
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,Activity,Bullet,"Film a short vlog entry outlining the resolution of civil disputes in Victoria. Include factors to consider when initiating a civil claim, how to choose the appropriate forum to take the claim, a consideration of remedies and injunctions available, and a summary of the strengths and weaknesses of different methods of dispute resolution and their appropriateness.",,,,7
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExample,Paragraph,Dispute resolution role-play,,,,8
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,"Using various dispute resolution methods, role-play the parties and legal practitioners involved in a particular scenario.",,,,9
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,Scenario,,,,10
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,"Sam was leaving the work car park in her new car when she was involved in a car crash with her workmate, Alex, who was also leaving the car park. Alex and Sam disagreed about who was at fault, and a heated argument took place in the car park. Alex was driving an expensive sports car that was extensively damaged as a result of the accident. Sam's car was also extensively damaged but her car was much less expensive to repair.",,,,11
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,"Alex, who was uninsured has sent Sam a letter demanding that she pay the repair bill for his sports car. Sam does not think she is at fault and has refused to pay. After receiving the letter, Sam asked her colleagues what they witnessed, most of the eyewitnesses believed the crash was Alex's fault.",,,,12
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,"Sam has received a written warning from the boss because some of her colleagues complained that they felt pressured by Sam to take sides in the dispute. Meanwhile, Alex received a written warning from the boss after he interrupted an important work meeting Sam was running to yell at her demanding payment for his car. This harmed Alex's chance for promotion at work, and has made Sam feel isolated and lonely in a workplace where she used to enjoy working.",,,,13
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,"Alex is considering civil legal action against Sam for the cost of repairing his sports car. It has been recommended however that they attempt a form of dispute resolution first. It is suggested that this will enable Alex and Sam to find a way to repair their working relationship, as well as a resolution for the cost of repairing the cars.",,,,14
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,Instructions,,,,15
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,"Working in groups of three, select an appropriate method of dispute resolution (conciliation, mediation or arbitration) to use in resolving this dispute.",,,,16
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,"Allocate each member of the group to a different role: plaintiff, defendant, impartial third party (conciliator / mediator / arbitrator).",,,,17
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,Attempt to resolve the dispute using your chosen dispute resolution method using a role-play.,,,,18
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Paragraph,Consider and identify:,,,,19
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,The strengths and weaknesses of different dispute resolution methods,,,,20
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,The most appropriate dispute resolution method for this case,,,,21
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,Possible remedies the plaintiff might seek in this case,,,,22
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,The factors the plaintiff should consider before initiating a civil claim in this case,,,,23
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS2,Area of Study 2 - The Victorian civil justice system,Outcome 2,DetailedExampleStep,Bullet,The factors that affect the ability of the civil justice system to achieve the principles of justice in this case.,,,,24
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Develop a glossary of key legal terms and definitions to be used throughout Unit 4.,,,,1
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Design an infographic that illustrates the roles of the Crown and the Houses of Parliament in law-making. Highlight similarities and differences between the lower house and the upper house. Create one infographic for Victoria and one for the Commonwealth.,,,,2
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,"Create a diagram detailing the constitutional law-making powers of the state and Commonwealth parliaments. Include illustrations to demonstrate the different ways in which exclusive, concurrent and residual law-making powers have and can be exercised. Include the operation of section 109.",,,,3
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,"Produce a flowchart depicting the main aspects of one High Court case that has impacted the division of law-making powers in Australia. Include details about the case, including the original issue, how the High Court interpreted the Constitution, and the subsequent effects of this interpretation on the division of law-making powers between the Commonwealth and states. Appropriate cases include: Victoria v Commonwealth (1926) - 'Roads case'; R v Brislan; Ex parte Williams (1935); Commonwealth of Australia & Anor v the State of Tasmania & Ors (1983) - 'Tasmanian Dams Case'.",,,,4
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Draw a table showing the factors affecting the law-making ability of parliament. Indicate how and why each factor either enhances or limits parliament's ability to make law.,,,,5
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Participate in a mock parliamentary session and discuss how the bicameral structure of parliament either enhances or limits parliament's ability to make law.,,,,6
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,"Devise a table detailing the different Constitutional checks on parliament when law-making, and the advantages and limitations of each check. Provide illustrative examples of each check.",,,,7
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Produce a Venn diagram or flowchart depicting how the separation of powers operates in Australia and evaluate the ways in which this can be effective or ineffective in acting as a check on parliament.,,,,8
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Research a case study example of how the High Court has protected the principle of representative government and produce a flowchart depicting the main aspects of the case. Conduct a class debate evaluating the extent to which the High Court's role in this case was able to act as a check on parliament. Appropriate cases include: Australian Capital Television Pty Ltd v Commonwealth [No. 2] (1992) - 'Political Advertising Case'; Lange v Australian Broadcasting Corporation (1997); Roach v Electoral Commissioner (2007).,,,,9
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,"Role-play different Constitutional checks on parliament in law-making. A student may assume the role of a check and advocate to the rest of the class, why they are the most effective check, also arguing that others are less effective than them. Following this, students demonstrate and debate their views as to the effectiveness of each check by positioning themselves in line from least effective to most effective.",,,,10
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Write a response to one of the prompts regarding the Constitution's ability to keep the law-making powers of parliament in check. (Detailed example),,,,11
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Apply legal reasoning to an actual constitutional law scenario and discuss the extent to which the Constitution acts as a check on parliament in law-making.,,,,12
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,"Design an infographic that explains and illustrates the reasons for statutory interpretation, and its possible effects.",,,,13
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Draw cartoons or illustrations that show the features of the doctrine of precedent.,,,,14
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Draw a table showing the factors that affect the law-making ability of the courts. Indicate how each factor enhances or limits the ability of courts to make law.,,,,15
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,Activity,Bullet,Create a detailed map illustrating the relationships between courts and parliament in law-making.,,,,16
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,DetailedExample,Paragraph,Structured response,,,,17
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,DetailedExampleStep,Paragraph,"Discuss the extent to which you agree with one of the following statements. Justify your response with the use of appropriate legal principles and concepts, laws, cases, and examples.",,,,18
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,DetailedExampleStep,Bullet,"'The Australian Constitution has served the interests of the people well, as a most effective check on parliament in law-making.'",,,,19
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS1,Area of Study 1 - The people and the law-makers,Outcome 1,DetailedExampleStep,Bullet,"'Without judges to enforce it, the Australian Constitution would never act as an effective check on parliament.'",,,,20
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,Research and report on a recent attempt to influence change in an Australian law. Summarise findings in a table.,,,,1
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,Participate in creating a petition or demonstration about an issue at school or in the local community. Debate as a class which means of influencing law reform is more effective.,,,,2
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,Create a collage of media (including social media) responses to a law reform issue and participate in a class debate about whether media bias influences law reform.,,,,3
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,Create a pamphlet discussing the strengths and weaknesses of various means for influencing law reform.,,,,4
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,"Produce a flowchart depicting the stages in a recent example of either a parliamentary committee or a Royal Commission making a recommendation for law reform. Show the process, and the steps involved, from the beginning to the end. Illustrate how the law was changed.",,,,5
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,"Participate in a gallery walk examining historical sources from the 1967 Referendum about First Nations people. Create a poster to explain the reasons for the constitutional reform, discuss the factors affecting the success of the referendum, explain the outcome of the referendum in relation to the double majority requirement, and evaluate the overall significance of the referendum.",,,,6
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,"Create a spreadsheet detailing the 45 past referenda in Australia, including rates of rejection or acceptance by states for each referendum. Note whether or not each referendum passed. Present the data in the spreadsheet as a graph or chart. Analyse the results and consider the ability of the Australian people to protect or change the Constitution. Research one referendum in detail. Did change come about post referendum? How would you have voted in each referendum? Give reasons for your decision.",,,,7
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,Activity,Bullet,Research possible future constitutional reform and write a 3-minute speech advocating for change.,,,,8
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExample,Paragraph,Research and report: Influencing change in an Australian law,,,,9
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Paragraph,Research an example of a recent attempt (whether successful or not) to influence a change in the law in Australia. Present your findings in a written report to the class.,,,,10
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Paragraph,Some guiding questions for research might include:,,,,11
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,What is the existing law?,,,,12
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,What arguments were presented as evidence of the need to reform this law? By whom?,,,,13
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Was there opposition to the proposed law reform? By whom? What arguments were used in opposing the law reform?,,,,14
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Summarise the key players and their roles in their attempt to influence legislative change. Present this in a table.,,,,15
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Outline the means used by group(s) to bring about law reform.,,,,16
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Outline the role played by the media in influencing this law reform and its potential success.,,,,17
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Paragraph,Draw up a table summarising your findings under the following headings:,,,,18
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,The reasons for the attempt to influence change in the law,,,,19
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,The means used by individuals to influence law reform,,,,20
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Analyse the role of the media and social media in the attempt to influence legislative change.,,,,21
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Describe any political pressures faced by parliament in relation to the intended change.,,,,22
Business and Economics,Legal Studies,Year 12,Unit 4,VCELSU4AS2,Area of Study 2 - The people and reform,Outcome 2,DetailedExampleStep,Bullet,Discuss the extent to which the attempt was successful.,,,,23
