SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,Activity,Paragraph,Developing vocabulary,,,,12
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,Activity,Bullet,"Create a list of key terms related to production roles, analysis and evaluation in theatre. Annotate two different sample responses to highlight the use of specific theatre terminology, analytical verbs and evaluation terms. Analyse how these terms contribute to the effectiveness of the writing and how they enhance the analysis and evaluation of the performance.",,,,13
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExample,Paragraph,Practise analysing and evaluating,,,,14
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"This activity focuses on a clip from Bridge Theatre's 2019 production of William Shakespeare's A Midsummer Night's Dream, specifically Act 3, Scene 2. The goal is to help students develop their skills in performance analysis and evaluation and to practise writing detailed responses in preparation for their assessment task.",,,,15
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,Pre-viewing,,,,16
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KS,DetailedExampleStep,Paragraph,"Scene exploration: Students read and analyse the written text of Act 3, Scene 2 from A Midsummer Night's Dream. Students should focus on understanding the scene's context, characters and key interactions. Encourage students to make predictions about how these elements might be portrayed on stage, considering aspects such as setting, character dynamics,and dramatic action.",,,,17
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,Initial viewing,,,,18
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"First viewing: Watch the clip once to gain an overall understanding of the performance dynamics. Students should pay attention to the staging, actor movements, and general tone of the scene, without making detailed notes.",,,,19
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Second viewing: Watch the clip a second time, comparing their initial predictions and annotations with what is actually presented on stage. Students should observe how closely the performance matches their predictions and note any differences or surprises.",,,,20
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Third viewing: During the third viewing, students should focus on describing the scene from the perspective of specific production roles, such as director, actor, set designer or costume designer. They should analyse how each role contributes to the scene's overall impact, considering elements such as directorial blocking, use of acting space, set design, costume design and acting choices.",,,,21
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,Scaffolded writing,,,,22
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Descriptive paragraph: Students first write a descriptive paragraph about the clip, using relevant theatre terminology. This paragraph should provide a general overview of the scene, focusing on observable elements such as the set, costumes and actor movements.",,,,23
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Analytical paragraph: Next, students transform their descriptive paragraph into an analytical paragraph. This involves examining how the various elements of the production (such as set design, actor performances and staging) contribute to the scene's meaning and effectiveness. Students should use their observations to discuss how specific choices impact the audience's understanding of the scene.",,,,24
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Evaluative paragraph: Finally, students convert their analytical paragraph into an evaluative paragraph. This step requires them to assess the effectiveness of the production choices and their impact on the scene. Students should consider how well the production elements achieve their intended effects and contribute to the overall interpretation of the scene. They should also reflect on the strengths and weaknesses of the performance, based on their analysis.",,,,25
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,Extension,,,,26
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Comparative analysis: For a deeper understanding, students can compare this production clip with another version of Act 3, Scene 2 from A Midsummer Night's Dream. This comparison can help students to see how different directors and actors interpret the same scene, enhancing their appreciation of diverse theatrical approaches.",,,,27
Performing Arts,Theatre Studies,,,Year 11,Unit 2,VCETSU2AS3,Area of Study 3 - Analysing and evaluating a theatre production,Outcome 3,VCETSU2AS3O3KK,DetailedExampleStep,Paragraph,"Peer review: Incorporate a peer review process where students exchange their paragraphs with classmates. Each student provides feedback on their peer's work, focusing on the clarity of analysis and the effectiveness of their evaluations. This collaborative approach helps students refine their writing skills and gain different perspectives on the scene.",,,,28
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3,,,,,UnitHeading,Unit 3 Producing theatre,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,,,OutcomeHeading,Outcome 1:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,,,OutcomeDescription,Interpret a script across the stages of the production process through collaborative work undertaken in two production roles.,,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Discovering the production process,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"Research different approaches to the three stages of the production process: planning, development and presentation. For each stage, create a detailed checklist of tasks that are required to bring an interpretation of a script to life on stage. For each production role (director, designer, actor), outline the specific responsibilities and steps involved in realising the interpretation on stage.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Class podcast,,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"As a class, select a 'host' to act in the role of Producer (this may be your class teacher). Each class member selects two production roles and the Producer interviews each member of the production team to discuss their chosen roles and initial ideas that have been generated throughout the planning stage. The recordings are then made available to everyone in the class as an aural representation of the production roles within the class, their responsibilities and the initial concepts and ideas being considered by each member of the production team.",,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Approaches to analysing script,,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"Use a double-entry journal to record your analysis of the script. On one side of the journal, write direct quotes or passages from the script. On the other side, note your insights, interpretations and questions related to each passage. During your first reading of the script, conduct dramaturgical research on the script's context, style and intended meaning. During your second reading, update your journal with deeper interpretative possibilities informed by your dramaturgical research. This will help you refine your understanding and approach to the script.",,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Visualising dramaturgy,,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"Develop a visual representation of your dramaturgical analysis. This can be a chart, mind map or infographic that outlines the script's context, style and intended meaning. This visualisation will serve as a quick reference tool throughout the production process, helping you to keep track of your interpretation and ensuring consistency in how the script is approached and presented.",,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Exploring theatre technologies,,,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"In small groups, list various technologies used in different production roles during the planning, development and presentation stages of a production. Categorise these technologies into digital, electrical and mechanical types. Maintain a reflection journal to document how these technologies are used throughout the production process. Reflect on how specific technologies contribute to interpreting and presenting the script, and consider their impact on the overall performance.",,,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Learning relevant theatre terminology,,,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"Research and compile a list of key terms and concepts relevant to your production role. Create an ongoing vocabulary list that includes definitions and examples of how these terms apply to different aspects of the production process. Use this list as a reference throughout the production process to ensure accurate and effective communication about various elements of the production. From this list, you can create physical or electronic flashcards with the term on one side and the definition on the other.",,,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Paragraph,Production meetings,,,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,Activity,Bullet,"Throughout Unit 3, Outcome 1, your class will form a production team that holds regular, scheduled production meetings. In these meetings, discuss what is happening currently with each production stage and provide each member or group (i.e. directors, actors and designers) an opportunity to provide an update on progress and gain feedback from others.",,,,17
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExample,Paragraph,Discovering the production process,,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,"This activity aims to connect students with real-world theatre practices by exploring the production processes used by professional theatre practitioners. The goal is for students to understand how different production roles use each stage of the production process to plan, develop and present their ideas to an audience.",,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,Resources,,,,20
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Bullet,Melbourne Theatre Company: Production Roles,,,,21
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Bullet,American Wing Theatre: Working in the Theatre series (Note: Production roles are discussed across various seasons),,,,22
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,Explore,,,,23
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,Students begin by reading and annotating at least three interviews from the Melbourne Theatre Company's 'Production Roles' page. They focus on understanding the processes described by different practitioners and the stages they follow to achieve their final outcomes.,,,,24
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,"Next, students watch a relevant video from the American Wing Theatre's 'Working in the Theatre' series, which aligns with their production role. During their viewing, they take detailed notes on the activities and techniques demonstrated by the practitioners.",,,,25
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,"Students also pay attention to any specialised terminology and concepts related to their production role. Additionally, they note any practices related to safety, ethics, inclusivity and sustainability that are mentioned.",,,,26
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,Reflect,,,,27
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,"After completing the exploration phase, students reflect on the various processes described by the theatre practitioners. They consider which elements of these professional practices they might incorporate into their own approach to interpreting a script. Students identify aspects that are particularly relevant to their work and how they might apply these practices.",,,,28
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,Sort,,,,29
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS1,Area of Study 1 - Staging theatre,Outcome 1,VCETSU3AS1O1KK,DetailedExampleStep,Paragraph,"Students will read the definitions of the different production stages as outlined in the VCE Theatre Studies Study Design. They will then categorize their annotations and notes into the production stages of Planning, Development, and Presentation. This exercise will help students structure their understanding of the production process and align their approach with professional practices. Students categorise their annotations and notes under the headings: Planning, Development, Presentation (the three stages of the production process as listed in the VCE Theatre Studies Study Design). This exercise will help them to structure their understanding of the production process and align their own approach with professional practices.",,,,30
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,,,OutcomeDescription,Outline concepts and ideas for an interpretation of excerpts from a script and explain how these could be realised in a theatre production,,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,Using dramaturgy materials,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Bullet,"Reflect on how dramaturgy influenced the production work completed in Outcome 1. Analyse and annotate pre-prepared dramaturgy materials, considering their relevance from the perspective of specific production roles to deepen understanding of how different aspects of dramaturgy guide the creation and interpretation of a performance.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,"Use previously unseen, teacher-provided dramaturgical materials to explore ways of interpreting visual information.",,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,Reflecting on exemplar responses,,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Bullet,Read and annotate both high-quality and lower-quality responses to unseen playscripts and dramaturgical materials. Practise identifying and listing the traits of effective and ineffective responses to gain insights into the level of detail and quality required for your own work.,,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,Evaluating annotations,,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Bullet,"Review the annotations completed during Outcome 1 to assess their effectiveness in informing the interpretation of a performance. Exchange annotations with a peer to receive feedback on the quality and detail of each other's work. Based on this feedback, revise annotations and apply this improved approach to annotating excerpts from an unseen script and accompanying dramaturgical material.",,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,Exploring the elements of theatre composition,,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Bullet,"Brainstorm how each element of theatre composition could be applied in your production role. Using a script excerpt, experiment with these elements to understand how different approaches can affect audience perception and experience. Explore various methods of applying elements of theatre composition to enhance your own production.",,,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,Activity,Paragraph,"Exploring safe, ethical, inclusive and sustainable practices",,,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KS,Activity,Bullet,"Identify concerns related to your production role in terms of physical safety, psychological safety, social standards, accessibility and environmental impact. Describe strategies for addressing these concerns throughout the production process. Additionally, annotate teacher-provided dramaturgical materials to evaluate and integrate safe, ethical, inclusive and sustainable practices to ensure that your production approach considers and addresses these important issues.",,,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExample,Paragraph,Using unseen dramaturgy materials,,,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,This activity helps students develop strategies for interpreting and applying unseen dramaturgical materials.,,,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,Approaches to interpreting written information,,,,17
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Initial reading: Students start by thoroughly reading all the dramaturgical materials provided. This initial reading will help them understand the context, themes and stylistic intentions described in the materials.",,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Annotation and analysis: After the initial reading, students annotate the dramaturgical materials, focusing on a specific production role, such as director, designer or actor. They identify key elements such as themes, character motivations, and stylistic choices that could influence their stage interpretation. Students make notes on how these elements might impact staging, design or performance choices.",,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Collaborative design or performance: In pairs or small groups, students use their annotated materials to create a design concept or performance segment. For example, they might develop a set design, a costume sketch, or a rehearsal scene that reflects the dramaturgical insights they have gathered.",,,,20
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Presentation and justification: Students present their design or performance segment to the class. They justify their choices by explaining how their work is informed by the dramaturgical materials they have engaged with. This includes discussing how their design or performance aligns with the themes, character dynamics, or stylistic elements outlined in their annotations.",,,,21
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,Approaches to interpreting visual information,,,,22
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Visual analysis: Students examine the visual dramaturgical materials provided. They analyse aspects such as people represented, locations illustrated, diagrams, colour schemes, composition, lighting effects, physical objects and implied stage movement, describing how these visual elements contribute to the overall concept and mood of the production.",,,,23
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Collaborative design or performance: In pairs or small groups, students use their analysis of the visual materials to guide their design or performance work. For instance, they might create a mock-up of a set design, develop a costume concept, or stage a scene that incorporates visual elements from the materials.",,,,24
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Presentation and justification: Students present their design or performance to the class. They explain how their work integrates the visual dramaturgy, detailing how their choices reflect the visual aspects and contribute to the overall theatrical vision.",,,,25
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,Bringing it all together,,,,26
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Integration: Students synthesise insights from both written and visual dramaturgical materials, ensuring that their final design or performance reflects a cohesive interpretation that merges insights from both types of dramaturgy.",,,,27
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS2,Area of Study 2 - Interpreting a script,Outcome 2,VCETSU3AS2O2KK,DetailedExampleStep,Paragraph,"Written responses: Students respond to a series of questions (that use a range of command terms) to interrogate their explorations and learnings from their unpacking of the written and visual dramaturgy, as well as their small group workshops and presentation.",,,,28
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,,,OutcomeHeading,Outcome 3:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,,,OutcomeDescription,Analyse and evaluate the interpretation of a written script from the prescribed VCE Theatre Studies Playlist in production to an audience.,,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Understanding context,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Bullet,"Prior to the theatre visit, conduct dramaturgical research into the play being studied, including exploration of the playwright's background, the historical and cultural context of the playscript, the context of the performance, and details of the theatre company staging it. Based on this research, write predictions about which contextual elements might be highlighted or emphasised in the live performance.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Exploring conventions of theatre style,,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Bullet,Investigate the conventions associated with the theatre style(s) present in the playscript and its context. Experiment with these conventions by staging excerpts from the script. This hands-on approach will help you understand how different theatre styles influence the presentation and interpretation of a play.,,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Understanding the role of production roles,,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Bullet,"Read and annotate interviews with people in the various production roles (if available) to learn how these professionals approached the script. In groups, select one production role and use it to interpret an excerpt from the script. Make predictions about how this role might influence the staging based on dramaturgical insights, including the play's poster and any additional materials that provide clues to the production's approach.",,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Initial analysis and evaluation of performance,,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,Activity,Bullet,"Following the live performance, describe and justify your most favourite and least favourite moments from the performance. Ensure that your responses are linked to the intended meaning of the play and how these moments affected you as an audience member. Share your thoughts with the class, explaining why you found certain moments particularly effective or ineffective.",,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,Activity,Paragraph,Analysing the use of theatre technology,,,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,Activity,Bullet,"Identify the theatre technologies used in the performance. Categorise these technologies into mechanical, electrical and digital types. In small groups, discuss how each technology contributed to, or detracted from, the interpretation of the script. Evaluate how these technologies enhanced or hindered the overall presentation of the play.",,,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExample,Paragraph,Initial analysis of performance,,,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,This activity helps students engage deeply with a play through analysing and evaluating their personal reactions to specific moments in the performance.,,,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Personal reflection on performance moments,,,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,DetailedExampleStep,Paragraph,"Students select and describe in detail their most favourite and least favourite moments from the performance. They focus on specific elements such as acting or staging, or technical aspects, that impacted their experience.",,,,17
