SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Produce and share illustrations or front covers for your own stories, and explain the significance of these to the class.",,,,33
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Plan and compose creative responses to the set text. Share these with peers and invite their feedback.,,,,34
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Present evocative readings of individual creative responses to the class.,,,,35
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Collate and publish creative responses written by the class (either in hard or soft copy) and publish some in the school newsletter or magazine.,,,,36
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"After composing the creative response, write a passage analysing responses to a chosen passage.",,,,37
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"After discussing the set text, take the appropriate place on a continuum (between Agree and Disagree) in response to a statement or provocation about the text. (Example: 'Sylvia Plath's poetic life is one long battle between these two forces: the oblivion of death and the responsibility of life.' (Andrew Spacey)). Make a note of the position taken and complete this activity again at the end of the outcome, reflecting on how and why responses have changed. Alternatively, discuss the statement / provocation to clarify responses; display it in the classroom and revisit it throughout the outcome.",,,,1
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,,2
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Historical context,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,3
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Social and cultural context,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,4
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Biographical context,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,5
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Reader responses to the text at the time of publication,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,6
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Contemporary reader responses to the text.,"In groups, complete a contextual readings jigsaw where each group explores one of the following aspects of the text's context based on readings, videos and / or websites provided by the teacher:",,,7
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"Read and view these resources and select the most relevant and interesting parts to share with the whole class. Each group presents to the class and teaches them about their context while all students fill in a Context Anchor Chart where they record their peers' findings. After each 'lesson', take the time to reflect and record how each presentation has affected your thinking about the text.",,,,8
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"Create a Facebook, Instagram or Twitter page on behalf of the author, highlighting their historical, social and cultural context as well as their views and values relevant to the key ideas in their text. Incorporate specific textual detail to justify some of the author's social media posts.",,,,9
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"Using relevant resources, such as contextual readings, complete a template where the key ideas in the text are written in statements on a social media platform. Imagine how the author would respond - what would their retweet be?",,,,10
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,"Analyse critical material about the text (critical essays, reviews, literary theory etc.) and then review how these views would change, develop or enhance your own response. Further rewrite a single-passage analysis based on this material.",,,,11
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,Activity,Bullet,Continue work on close analysis from Unit 3.,,,,12
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExample,Paragraph,Continue work on close analysis,,,,13
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,The aim of this unit of work is to reflect on close analysis work from Unit 3 and develop it further.,,,,14
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,Teacher:,,,,15
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,"Models at least one approach on how to write a close analysis, linking this model to the previous unit.",,,,16
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,Students:,,,,17
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Evaluate their approach to close analysis based on the summative assessment's criteria,,,,18
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Participate in the creation of a whole-class step-by-step approach to close analysis. (This must include the skills as outlined in the VCE Literature Study Design.),,,,19
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Display the close analysis in class for future reference. (This is a working document to be developed throughout the unit based on the close analysis writing.),,,,20
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,Teacher:,,,,21
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Uses a gradual release model to implement a whole-class approach to close analysis with a passage from the text.,,,,22
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,Students:,,,,23
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,"Complete the work in class using a real-time approach, which allows them to see whether anything could be developed further.",,,,24
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,"When the close analysis of one passage is complete, students individually comment on it via post-its or Google Docs and consider how it can be improved (and also what works), using both their knowledge of the text and their upcoming SAC criteria.",,,,25
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Paragraph,Note: This whole-class close analysis approach should also be a working document where changes can be made throughout the year.,,,,26
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Teacher provides students with specific passages to closely analyse (either giving students choice or choosing the appropriate passage for the student). Note: This first close analysis for this outcome should be about building confidence as writers.,,,,27
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,"Students present their close analysis to the class, reading their writing out loud. The class listens and writes comments and questions based on the close analysis criteria.",,,,28
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,"Share responses to each other's writing, following a respectful sharing protocol: while feedback is given, the student who presented cannot speak but must write down the feedback and any questions and / or comments they have can be shared at the end of this feedback discussion.",,,,29
English,Literature,Year 12,Unit 4,VCELIU4AS2,Area of Study 2 - Close analysis of texts,Outcome 2,DetailedExampleStep,Bullet,Teacher provides opportunities for students to improve close analysis based on feedback.,,,,30
