SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,,,OutcomeHeading,Outcome 1:,,,,1
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,,,OutcomeDescription,"Record financial data using a double entry system, explain the role of the General Journal, General Ledger and inventory cards in the recording process; and describe, discuss and analyse various aspects of accounting reports and the accounting system, including ethical considerations.",,,,2
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Using ICT, create a document to illustrate examples of the different documents used by a business when recording financial data. Identify and explain the transaction involved with each document and record this information on the table.",,,,4
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Create separate cards with the names, definitions and scenarios relating to the accounting assumptions, qualitative characteristics and accounting elements. Have students match terms to a correct definition and/or examples of each.",,,,5
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Design and create a bookmark depicting the accounting assumptions, qualitative characteristics and accounting element definitions.",,,,6
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,Construct a table using General Ledger accounts to describe accounting information.,,,,7
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Using blank templates of an inventory card on a washable surface (laminated sheets of A4 paper) or mini whiteboards, practise recording different transactions related to inventory cards, using FIFO and the Identified Cost methods. Then discuss and evaluate the different cost methods.",,,,8
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,Construct a table showing the effect of transactions on the accounting equation.,,,,9
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Using a small hypothetical scenario, work in pairs to record data into a spreadsheet, and then produce two relevant graphical representations of the data.",,,,10
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,Record financial data into General journal and General Ledger,,,,11
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Visit a retail store to review lines of inventory to determine product costing and net realisable value. Identify items that are provided free with purchases, as well as inventory items where prices have been marked down. Discuss the reasons why retail stores have made such decisions around inventory.",,,,12
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KS,Activity,Bullet,Visit a range of retail stores and identify the internal controls used by the trading businesses. Explain why the business would use those internal controls and identify the strengths and weaknesses of the internal controls.,,,,13
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Using the internet, research similar lines of inventory that can be purchased from different suppliers. Discuss ethical considerations involved in selecting inventory for different types of trading businesses.( detailed example 4)",,,,14
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Using ICT, model the impact of purchasing inventory from a range of suppliers, considering the impact of delivery costs and the inventory turnover of a trading business. Outline the costs and benefits of purchasing from each supplier.",,,,15
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,"Complete activities related to General Ledger accounts. See Detailed examples 1a, 1b and 1c as illustration",,,,16
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,Activity,Bullet,Complete activities relating to recording and reporting of financial information,,,,17
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KS,Activity,Bullet,Discuss the ethical considerations involved in decisions made by owners of trading businesses.,,,,18
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExample,Paragraph,Balancing assets in a general ledger,,,,19
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Business scenario,,,,20
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,"Steve is the owner of Mocha Beans, a wholesaler selling coffee beans. Steve commenced operation using a single-entry accounting system but has since decided, on the recommendation of the business's accountant, that he should operate a double-entry system. The business sells inventory using a 100% markup.",,,,21
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Suppliers' terms are n30 and customers are terms are n30.,,,,22
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Mocha Beans,,,,23
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,The following transactions occurred during June 2029:,,,,24
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Explain the effect on the accounting equation of the transaction on 22 January 2029.,,,,25
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,"Referring to an accounting element, explain how the bank balance would be classified on 31 December 2029.",,,,26
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KS,DetailedExampleStep,Bullet,Identify the source document that would be used to verify the entry on 7 January 2029.,,,,27
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,"Referring to an accounting assumption, explain why the transaction on 29 January was recorded by the business.",,,,28
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExample,Paragraph,Recording and reporting,,,,29
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Business scenario,,,,30
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,"At 30 June 2029, the extract from the Trial Balance of Runners Planet showed the following:",,,,31
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Runners Planet,,,,32
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Trial Balance as at 30 June 2029,,,,33
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Additional information,,,,34
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,During the financial year ending 30 June 2029 the business made credit sales of 8 800 (including GST). Receipts from Accounts Receivable for June 2029 were $110 000.,,,,35
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,"On 15 June 2029 the owner received a solicitor's letter informing him that their customer, Sprint, had been declared bankrupt and would not be able to pay any of the $11 000 they owed (Memo 4).",,,,36
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,At 30 June 2029 the accountant estimated that 3% of Net credit sales were considered doubtful.,,,,37
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Paragraph,Tasks,,,,38
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Record Memo 19 in the General Journal of Runners Planet.,,,,39
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Calculate Doubtful Debts for Paintworks for the year ended 30 June 2029.,,,,40
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Record the balance day adjustment for Bad Debts expense for June 2029 in the General Journal of Runners Planet. A narration is required.,,,,41
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Show how the Bad Debts and Allowance for Doubtful Debts accounts would appear in the General Ledger of Runners Planet as at 30 June 2029 after all closing and balancing entries had been recorded.,,,,42
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS1,Area of Study 1 - Recording and analysing financial data,Outcome 1,VCEACU3AS1O1KK,DetailedExampleStep,Bullet,Show how the Accounts Receivable would be reported in the Balance Sheet of Runners Planet as at 30 June 2029.,,,,43
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,,,OutcomeDescription,"Record transactions and prepare, interpret and analyse accounting reports for a trading business.",,,,2
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"On a table constructed using ICT, depict examples of the different documents used when recording transactions and preparing, interpreting and analysing accounting reports, identify each document and explain the transaction involved.",,,,4
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,Record the source documents provided into general ledger accounts.,,,,5
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"Using a teacher-provided Trial Balance, explain which accounting element it relates to. Include the definition of the element to support your response.",,,,6
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"On a table constructed using ICT, depict examples of the different documents used when recording transactions and preparing, interpreting and analysing accounting reports. Identify each document and explain the transaction involved.",,,,7
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"Become familiar with the rules of balancing assets, liabilities and owner's equity ledger accounts; then practise using these rules with a set of general ledger accounts. (Detailed example 1)",,,,8
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"Individually, suggest a transaction for a selected trading business. Record all the class's suggested transactions in a general journal and post to the general ledger. Use this information to prepare an Income Statement, Balance Sheet and Cash Flow Statement.",,,,9
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KS,Activity,Bullet,"Using a teacher-provided list of transactions, analyse the impact of each transaction on each of the accounting reports.",,,,10
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"Using magnetised items from a Cash Flow statement prepared by the teacher, restructure these on the board into a classified report, showing Operating, Investing and Financing Activities.",,,,11
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,"Using a completed Income Statement prepared by the teacher, use a spreadsheet to prepare graphs demonstrating the breakdown of Gross Profit to Adjusted Gross Profit and Net profit.",,,,12
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KS,Activity,Bullet,"Analyse accounting reports for a business and explain decisions that could be made by business owners, taking into account relevant ethical considerations.",,,,13
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,Activity,Bullet,Using the provided example consider the Ethical considerations when recording and reporting (detailed example 2),,,,14
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExample,Paragraph,Commencing entries and recording transactions for a business,,,,15
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Business scenario,,,,16
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,"Steve is the owner of Mocha Beans, a wholesaler selling coffee beans. Steve commenced operation using a single-entry accounting system but has since decided, on the recommendation of the business's accountant, that he should operate a double-entry system. The business sells inventory using a 100% markup.",,,,17
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Suppliers' terms are n30 and customers are terms are n30.,,,,18
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,"At 1 June 2029, Steve had the following assets and liabilities:",,,,19
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Mocha Beans,,,,20
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Prepare the commencement entry on June 1 2029 in the General Journal of Mocha Beans,,,,21
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Record the transactions for Mocha Beans for June 2029,,,,22
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,"Referring to an accounting assumption, explain why the transaction on 20 June 2029 was recorded",,,,23
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExample,Paragraph,Ethical considerations when recording bad debts,,,,24
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Business scenario,,,,25
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,"At 30 June 2029, the extract from the Trial Balance of Runners Planet showed the following:",,,,26
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Runners Planet,,,,27
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Trial Balance as at 30 June 2029,,,,28
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Additional information,,,,29
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,During the financial year ending 30 June 2029 the business made credit sales of 8 800 (including GST). Receipts from Accounts Receivable for June 2029 were $110 000.,,,,30
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,"On 15 June 2029 the owner received a solicitor's letter informing him that their customer, Sprint, had been declared bankrupt and would not be able to pay any of the $11 000 they owed (Memo 4).",,,,31
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,At 30 June 2029 the accountant estimated that 3% of Net credit sales were considered doubtful.,,,,32
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Paragraph,Tasks,,,,33
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Record Memo 19 in the General Journal of Runners Planet.,,,,34
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Calculate Doubtful Debts for Paintworks for the year ended 30 June 2029.,,,,35
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Record the balance day adjustment for Bad Debts expense for June 2029 in the General Journal of Runners Planet. A narration is required.,,,,36
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Show how the Bad Debts and Allowance for Doubtful Debts accounts would appear in the General Ledger of Runners Planet as at 30 June 2029 after all closing and balancing entries had been recorded.,,,,37
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3AS2,Area of Study 2 - Preparing and interpreting accounting reports,Outcome 2,VCEACU3AS2O2KK,DetailedExampleStep,Bullet,Show how the Accounts Receivable would be reported in the Balance Sheet of Runners Planet as at 30 June 2029.,,,,38
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4,,,,,UnitHeading,Unit 4,,,,1
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,,,OutcomeHeading,Outcome 1:,,,,1
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,,,OutcomeDescription,"Record financial data and balance day adjustments using a double entry system, report accounting information using an accrual-based system, and evaluate the effects of balance day adjustments and alternative methods of depreciation on accounting reports.",,,,2
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,"Using ICT, complete a survey including questions such as: If you have a part-time job when do you work and when do you get paid? When did the most recent electricity bill arrive at your home? Questions could also relate to car insurance and registration, as well as prepaid expenses, for example for mobile phones. After completing the survey, use the information gained to generate a discussion around cash versus profit, accrued wages and accrued expenses.",,,,4
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KS,Activity,Bullet,"Discuss financial decisions made when recording financial data and balance day adjustments, as well as reporting accounting information using an accrual-based system. Construct a mind map evaluating the ethical implications of these financial decisions.",,,,5
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,Brainstorm ideas before designing a poster highlighting the different types of non-financial information that could be used in business decision-making.,,,,6
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KS,Activity,Bullet,"Using the internet, identify an asset that a business might purchase, including its delivery costs. Then prepare a spreadsheet to model the impacts of depreciation of the asset on the Income Statement and Balance Sheet of the business.",,,,7
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KS,Activity,Bullet,Discuss the impact of selecting a method of depreciation on the performance of a business over the life of the non-current asset.,,,,8
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,Complete a Kahoot or other form of online quiz relating to determination of the cost price of a non-depreciable asset and balance day adjustments.,,,,9
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,Record financial data into General Journal and General Ledger,,,,10
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,Consider the impact of cash versus profit,,,,11
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KS,Activity,Bullet,Discuss and evaluate the ethical considerations relating to business decision-making and the recording and reporting of financial information.,,,,12
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,Activity,Bullet,Record a list of transactions in the General Journal and General Ledger for a business. Explain the impact of the transactions on accounting assumptions,,,,13
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExample,Paragraph,Recording financial data into General Journal and General Ledger,,,,14
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,Countdown sells timing equipment to sporting clubs. The Split Stop Watch sells for $300 (plus GST). Each watch is sold using a 100% markup and reports on a monthly basis. The business applies the deposit as each is delivered.,,,,15
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,"Customers are offered credit terms of 2/7, n30 and Essendon Sports paid a deposit of $3 000 for 20 Split Stop Watches on 30 November 2029.",,,,16
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,The following transactions occurred during December 2029,,,,17
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Bullet,Record the General Journal entries for the transactions provided.,,,,18
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,(Narrations are not required.),,,,19
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Bullet,Record the entries required in the following General Ledger accounts for December 2029.,,,,20
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Bullet,Account Receivable - Essendon Sports,Record the entries required in the following General Ledger accounts for December 2029.,,,21
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Bullet,Bank,Record the entries required in the following General Ledger accounts for December 2029.,,,22
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Bullet,"Referring to an accounting assumption, explain how the deposit would be reported by Countdown on 30 November 2029.",,,,23
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExample,Paragraph,Recognising the impact of cash versus profit,,,,24
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,Clean Sweep sells cleaning products. The business reports on a quarterly basis and pays rent six-months in advance.,,,,25
Business and Economics,Accounting,Year 12,Unit 4,VCEACU4AS1,Area of Study 1 - Extension of recording and reporting,Outcome 1,VCEACU4AS1O1KK,DetailedExampleStep,Paragraph,"On 29 July 2028, Clean Sweep paid rent of $13 200 (including GST) for the six months ended 31 January 2029.",,,,26
